city,model,scenario,year,season,temp_c
Anchorage,MPI-ESM1-2-HR,ssp245,2092,winter,-11.690155
Anchorage,MPI-ESM1-2-HR,ssp245,2093,summer,14.353383
Anchorage,MPI-ESM1-2-HR,ssp245,2093,winter,-10.993225
Anchorage,MPI-ESM1-2-HR,ssp245,2094,summer,12.613403
Anchorage,MPI-ESM1-2-HR,ssp245,2094,winter,-12.40981
Anchorage,MPI-ESM1-2-HR,ssp245,2095,summer,12.1944475
Anchorage,MPI-ESM1-2-HR,ssp245,2095,winter,-12.19929
Anchorage,MPI-ESM1-2-HR,ssp245,2096,summer,11.7933655
Anchorage,MPI-ESM1-2-HR,ssp245,2096,winter,-15.046468
Anchorage,MPI-ESM1-2-HR,ssp245,2097,summer,14.510925
Anchorage,MPI-ESM1-2-HR,ssp245,2097,winter,-9.965698
Anchorage,MPI-ESM1-2-HR,ssp245,2098,summer,9.892883
Anchorage,MPI-ESM1-2-HR,ssp245,2098,winter,-12.415497
Anchorage,MPI-ESM1-2-HR,ssp245,2099,summer,13.95399
Anchorage,MPI-ESM1-2-HR,ssp245,2099,winter,-8.704437
Anchorage,MPI-ESM1-2-HR,ssp245,2100,summer,11.664968
Anchorage,MPI-ESM1-2-HR,ssp245,2100,winter,-11.633026
Anchorage,MPI-ESM1-2-HR,ssp370,2015,summer,9.548523
Anchorage,MPI-ESM1-2-HR,ssp370,2015,winter,-15.097096
Anchorage,MPI-ESM1-2-HR,ssp370,2016,summer,10.982574
Anchorage,MPI-ESM1-2-HR,ssp370,2016,winter,-10.176605
Anchorage,MPI-ESM1-2-HR,ssp370,2017,summer,12.955414
Anchorage,MPI-ESM1-2-HR,ssp370,2017,winter,-12.003926
Anchorage,MPI-ESM1-2-HR,ssp370,2018,summer,10.872661
Anchorage,MPI-ESM1-2-HR,ssp370,2018,winter,-9.956166
Anchorage,MPI-ESM1-2-HR,ssp370,2019,summer,12.241994
Anchorage,MPI-ESM1-2-HR,ssp370,2019,winter,-8.917684
Anchorage,MPI-ESM1-2-HR,ssp370,2020,summer,11.064128
Anchorage,MPI-ESM1-2-HR,ssp370,2020,winter,-10.535573
Anchorage,MPI-ESM1-2-HR,ssp370,2021,summer,9.832703
Anchorage,MPI-ESM1-2-HR,ssp370,2021,winter,-17.08348
Anchorage,MPI-ESM1-2-HR,ssp370,2022,summer,11.195648
Anchorage,MPI-ESM1-2-HR,ssp370,2022,winter,-16.101883
Anchorage,MPI-ESM1-2-HR,ssp370,2023,summer,7.5346274
Anchorage,MPI-ESM1-2-HR,ssp370,2023,winter,-15.562388
Anchorage,MPI-ESM1-2-HR,ssp370,2024,summer,11.524465
Anchorage,MPI-ESM1-2-HR,ssp370,2024,winter,-10.815826
Anchorage,MPI-ESM1-2-HR,ssp370,2025,summer,10.764293
Anchorage,MPI-ESM1-2-HR,ssp370,2025,winter,-13.848393
Anchorage,MPI-ESM1-2-HR,ssp370,2026,summer,11.314525
Anchorage,MPI-ESM1-2-HR,ssp370,2026,winter,-16.610235
Anchorage,MPI-ESM1-2-HR,ssp370,2027,summer,9.588063
Anchorage,MPI-ESM1-2-HR,ssp370,2027,winter,-17.845901
Anchorage,MPI-ESM1-2-HR,ssp370,2028,summer,9.455139
Anchorage,MPI-ESM1-2-HR,ssp370,2028,winter,-20.495825
Anchorage,MPI-ESM1-2-HR,ssp370,2029,summer,10.734772
Anchorage,MPI-ESM1-2-HR,ssp370,2029,winter,-12.091003
Anchorage,MPI-ESM1-2-HR,ssp370,2030,summer,13.337006
Anchorage,MPI-ESM1-2-HR,ssp370,2030,winter,-11.831227
Anchorage,MPI-ESM1-2-HR,ssp370,2031,summer,13.193115
Anchorage,MPI-ESM1-2-HR,ssp370,2031,winter,-14.268906
Anchorage,MPI-ESM1-2-HR,ssp370,2032,summer,10.722148
Anchorage,MPI-ESM1-2-HR,ssp370,2032,winter,-17.003683
Anchorage,MPI-ESM1-2-HR,ssp370,2033,summer,12.069366
Anchorage,MPI-ESM1-2-HR,ssp370,2033,winter,-9.200978
Anchorage,MPI-ESM1-2-HR,ssp370,2034,summer,10.779704
Anchorage,MPI-ESM1-2-HR,ssp370,2034,winter,-11.982707
Anchorage,MPI-ESM1-2-HR,ssp370,2035,summer,12.442525
Anchorage,MPI-ESM1-2-HR,ssp370,2035,winter,-10.0183
Anchorage,MPI-ESM1-2-HR,ssp370,2036,summer,12.967519
Anchorage,MPI-ESM1-2-HR,ssp370,2036,winter,-10.213481
Anchorage,MPI-ESM1-2-HR,ssp370,2037,summer,12.6692
Anchorage,MPI-ESM1-2-HR,ssp370,2037,winter,-7.8344827
Anchorage,MPI-ESM1-2-HR,ssp370,2038,summer,11.460286
Anchorage,MPI-ESM1-2-HR,ssp370,2038,winter,-11.379211
Anchorage,MPI-ESM1-2-HR,ssp370,2039,summer,12.815806
Anchorage,MPI-ESM1-2-HR,ssp370,2039,winter,-12.635188
Anchorage,MPI-ESM1-2-HR,ssp370,2040,summer,12.970967
Anchorage,MPI-ESM1-2-HR,ssp370,2040,winter,-8.815257
Anchorage,MPI-ESM1-2-HR,ssp370,2041,summer,9.917369
Anchorage,MPI-ESM1-2-HR,ssp370,2041,winter,-9.863312
Anchorage,MPI-ESM1-2-HR,ssp370,2042,summer,13.168671
Anchorage,MPI-ESM1-2-HR,ssp370,2042,winter,-17.434347
Anchorage,MPI-ESM1-2-HR,ssp370,2043,summer,11.397736
Anchorage,MPI-ESM1-2-HR,ssp370,2043,winter,-13.167572
Anchorage,MPI-ESM1-2-HR,ssp370,2044,summer,13.243367
Anchorage,MPI-ESM1-2-HR,ssp370,2044,winter,-11.226338
Anchorage,MPI-ESM1-2-HR,ssp370,2045,summer,10.365825
Anchorage,MPI-ESM1-2-HR,ssp370,2045,winter,-12.04837
Anchorage,MPI-ESM1-2-HR,ssp370,2046,summer,13.059346
Anchorage,MPI-ESM1-2-HR,ssp370,2046,winter,-13.683929
Anchorage,MPI-ESM1-2-HR,ssp370,2047,summer,11.591542
Anchorage,MPI-ESM1-2-HR,ssp370,2047,winter,-12.977097
Anchorage,MPI-ESM1-2-HR,ssp370,2048,summer,11.5998535
Anchorage,MPI-ESM1-2-HR,ssp370,2048,winter,-8.230713
Anchorage,MPI-ESM1-2-HR,ssp370,2049,summer,12.1874895
Anchorage,MPI-ESM1-2-HR,ssp370,2049,winter,-13.8233795
Anchorage,MPI-ESM1-2-HR,ssp370,2050,summer,10.901509
Anchorage,MPI-ESM1-2-HR,ssp370,2050,winter,-14.463806
Anchorage,MPI-ESM1-2-HR,ssp370,2051,summer,13.171285
Anchorage,MPI-ESM1-2-HR,ssp370,2051,winter,-8.80778
Anchorage,MPI-ESM1-2-HR,ssp370,2052,summer,13.556203
Anchorage,MPI-ESM1-2-HR,ssp370,2052,winter,-10.647171
Anchorage,MPI-ESM1-2-HR,ssp370,2053,summer,10.704478
Anchorage,MPI-ESM1-2-HR,ssp370,2053,winter,-10.830739
Anchorage,MPI-ESM1-2-HR,ssp370,2054,summer,13.847209
Anchorage,MPI-ESM1-2-HR,ssp370,2054,winter,-10.734303
Anchorage,MPI-ESM1-2-HR,ssp370,2055,summer,13.870442
Anchorage,MPI-ESM1-2-HR,ssp370,2055,winter,-8.782643
Anchorage,MPI-ESM1-2-HR,ssp370,2056,summer,12.685822
Anchorage,MPI-ESM1-2-HR,ssp370,2056,winter,-8.608398
Anchorage,MPI-ESM1-2-HR,ssp370,2057,summer,13.447499
Anchorage,MPI-ESM1-2-HR,ssp370,2057,winter,-10.936086
Anchorage,MPI-ESM1-2-HR,ssp370,2058,summer,11.544576
Anchorage,MPI-ESM1-2-HR,ssp370,2058,winter,-5.1402893
Anchorage,MPI-ESM1-2-HR,ssp370,2059,summer,12.776561
Anchorage,MPI-ESM1-2-HR,ssp370,2059,winter,-9.775574
Anchorage,MPI-ESM1-2-HR,ssp370,2060,summer,12.227753
Anchorage,MPI-ESM1-2-HR,ssp370,2060,winter,-9.781464
Anchorage,MPI-ESM1-2-HR,ssp370,2061,summer,14.317302
Anchorage,MPI-ESM1-2-HR,ssp370,2061,winter,-11.894938
Anchorage,MPI-ESM1-2-HR,ssp370,2062,summer,10.756206
Anchorage,MPI-ESM1-2-HR,ssp370,2062,winter,-10.232086
Anchorage,MPI-ESM1-2-HR,ssp370,2063,summer,12.328166
Anchorage,MPI-ESM1-2-HR,ssp370,2063,winter,-9.17516
Anchorage,MPI-ESM1-2-HR,ssp370,2064,summer,12.3818865
Anchorage,MPI-ESM1-2-HR,ssp370,2064,winter,-12.5590105
Anchorage,MPI-ESM1-2-HR,ssp370,2065,summer,13.619761
Anchorage,MPI-ESM1-2-HR,ssp370,2065,winter,-10.20638
Anchorage,MPI-ESM1-2-HR,ssp370,2066,summer,14.251851
Anchorage,MPI-ESM1-2-HR,ssp370,2066,winter,-13.8619585
Anchorage,MPI-ESM1-2-HR,ssp370,2067,summer,11.187022
Anchorage,MPI-ESM1-2-HR,ssp370,2067,winter,-6.7454734
Anchorage,MPI-ESM1-2-HR,ssp370,2068,summer,12.323354
Anchorage,MPI-ESM1-2-HR,ssp370,2068,winter,-8.530609
Anchorage,MPI-ESM1-2-HR,ssp370,2069,summer,11.217601
Anchorage,MPI-ESM1-2-HR,ssp370,2069,winter,-5.9700418
Anchorage,MPI-ESM1-2-HR,ssp370,2070,summer,12.443624
Anchorage,MPI-ESM1-2-HR,ssp370,2070,winter,-14.975769
Anchorage,MPI-ESM1-2-HR,ssp370,2071,summer,12.084045
Anchorage,MPI-ESM1-2-HR,ssp370,2071,winter,-9.524831
Anchorage,MPI-ESM1-2-HR,ssp370,2072,summer,13.580525
Anchorage,MPI-ESM1-2-HR,ssp370,2072,winter,-8.760457
Anchorage,MPI-ESM1-2-HR,ssp370,2073,summer,12.138509
Anchorage,MPI-ESM1-2-HR,ssp370,2073,winter,-6.7538047
Anchorage,MPI-ESM1-2-HR,ssp370,2074,summer,13.8168745
Anchorage,MPI-ESM1-2-HR,ssp370,2074,winter,-5.580597
Anchorage,MPI-ESM1-2-HR,ssp370,2075,summer,12.484395
Anchorage,MPI-ESM1-2-HR,ssp370,2075,winter,-11.57487
Anchorage,MPI-ESM1-2-HR,ssp370,2076,summer,13.349803
Anchorage,MPI-ESM1-2-HR,ssp370,2076,winter,-9.532501
Anchorage,MPI-ESM1-2-HR,ssp370,2077,summer,12.8784685
Anchorage,MPI-ESM1-2-HR,ssp370,2077,winter,-8.538727
Anchorage,MPI-ESM1-2-HR,ssp370,2078,summer,12.354939
Anchorage,MPI-ESM1-2-HR,ssp370,2078,winter,-12.213237
Anchorage,MPI-ESM1-2-HR,ssp370,2079,summer,14.680919
Anchorage,MPI-ESM1-2-HR,ssp370,2079,winter,-6.0841165
Anchorage,MPI-ESM1-2-HR,ssp370,2080,summer,13.352173
Anchorage,MPI-ESM1-2-HR,ssp370,2080,winter,-6.310913
Anchorage,MPI-ESM1-2-HR,ssp370,2081,summer,13.568318
Anchorage,MPI-ESM1-2-HR,ssp370,2081,winter,-5.7638245
Anchorage,MPI-ESM1-2-HR,ssp370,2082,summer,13.649119
Anchorage,MPI-ESM1-2-HR,ssp370,2082,winter,-9.7009735
Anchorage,MPI-ESM1-2-HR,ssp370,2083,summer,11.525441
Anchorage,MPI-ESM1-2-HR,ssp370,2083,winter,-7.4331765
Anchorage,MPI-ESM1-2-HR,ssp370,2084,summer,13.230957
Anchorage,MPI-ESM1-2-HR,ssp370,2084,winter,-11.233418
Anchorage,MPI-ESM1-2-HR,ssp370,2085,summer,12.733337
Anchorage,MPI-ESM1-2-HR,ssp370,2085,winter,-9.318034
Anchorage,MPI-ESM1-2-HR,ssp370,2086,summer,13.237386
Anchorage,MPI-ESM1-2-HR,ssp370,2086,winter,-6.3258667
Anchorage,MPI-ESM1-2-HR,ssp370,2087,summer,11.963054
Anchorage,MPI-ESM1-2-HR,ssp370,2087,winter,-12.936717
Anchorage,MPI-ESM1-2-HR,ssp370,2088,summer,14.495422
Anchorage,MPI-ESM1-2-HR,ssp370,2088,winter,-8.638092
Anchorage,MPI-ESM1-2-HR,ssp370,2089,summer,13.681305
Anchorage,MPI-ESM1-2-HR,ssp370,2089,winter,-4.6129355
Anchorage,MPI-ESM1-2-HR,ssp370,2090,summer,13.106303
Anchorage,MPI-ESM1-2-HR,ssp370,2090,winter,-4.6609597
Anchorage,MPI-ESM1-2-HR,ssp370,2091,summer,13.222606
Anchorage,MPI-ESM1-2-HR,ssp370,2091,winter,-8.902181
Anchorage,MPI-ESM1-2-HR,ssp370,2092,summer,12.862966
Anchorage,MPI-ESM1-2-HR,ssp370,2092,winter,-12.194102
Anchorage,MPI-ESM1-2-HR,ssp370,2093,summer,12.817302
Anchorage,MPI-ESM1-2-HR,ssp370,2093,winter,-8.138112
Anchorage,MPI-ESM1-2-HR,ssp370,2094,summer,15.084381
Anchorage,MPI-ESM1-2-HR,ssp370,2094,winter,-9.85612
Anchorage,MPI-ESM1-2-HR,ssp370,2095,summer,13.630879
Anchorage,MPI-ESM1-2-HR,ssp370,2095,winter,-7.683207
Anchorage,MPI-ESM1-2-HR,ssp370,2096,summer,14.056844
Anchorage,MPI-ESM1-2-HR,ssp370,2096,winter,-4.9570823
Anchorage,MPI-ESM1-2-HR,ssp370,2097,summer,14.903229
Anchorage,MPI-ESM1-2-HR,ssp370,2097,winter,-5.7051797
Anchorage,MPI-ESM1-2-HR,ssp370,2098,summer,12.449046
Anchorage,MPI-ESM1-2-HR,ssp370,2098,winter,-7.259847
Anchorage,MPI-ESM1-2-HR,ssp370,2099,summer,14.190633
Anchorage,MPI-ESM1-2-HR,ssp370,2099,winter,-8.209432
Anchorage,MPI-ESM1-2-HR,ssp370,2100,summer,13.918996
Anchorage,MPI-ESM1-2-HR,ssp370,2100,winter,-10.552124
Anchorage,MPI-ESM1-2-HR,ssp585,2015,summer,10.658671
Anchorage,MPI-ESM1-2-HR,ssp585,2015,winter,-9.498708
Anchorage,MPI-ESM1-2-HR,ssp585,2016,summer,12.050609
Anchorage,MPI-ESM1-2-HR,ssp585,2016,winter,-9.514659
Anchorage,MPI-ESM1-2-HR,ssp585,2017,summer,11.98587
Anchorage,MPI-ESM1-2-HR,ssp585,2017,winter,-15.671742
Anchorage,MPI-ESM1-2-HR,ssp585,2018,summer,11.602681
Anchorage,MPI-ESM1-2-HR,ssp585,2018,winter,-14.356415
Anchorage,MPI-ESM1-2-HR,ssp585,2019,summer,11.692159
Anchorage,MPI-ESM1-2-HR,ssp585,2019,winter,-14.567494
Anchorage,MPI-ESM1-2-HR,ssp585,2020,summer,10.294983
Anchorage,MPI-ESM1-2-HR,ssp585,2020,winter,-13.95164
Anchorage,MPI-ESM1-2-HR,ssp585,2021,summer,9.228688
Anchorage,MPI-ESM1-2-HR,ssp585,2021,winter,-12.210408
Anchorage,MPI-ESM1-2-HR,ssp585,2022,summer,10.831299
Anchorage,MPI-ESM1-2-HR,ssp585,2022,winter,-14.72139
Anchorage,MPI-ESM1-2-HR,ssp585,2023,summer,14.43517
Anchorage,MPI-ESM1-2-HR,ssp585,2023,winter,-17.26116
Anchorage,MPI-ESM1-2-HR,ssp585,2024,summer,10.534068
Anchorage,MPI-ESM1-2-HR,ssp585,2024,winter,-17.469803
Anchorage,MPI-ESM1-2-HR,ssp585,2025,summer,9.721629
Anchorage,MPI-ESM1-2-HR,ssp585,2025,winter,-13.046428
Anchorage,MPI-ESM1-2-HR,ssp585,2026,summer,12.637685
Anchorage,MPI-ESM1-2-HR,ssp585,2026,winter,-19.76419
Anchorage,MPI-ESM1-2-HR,ssp585,2027,summer,12.226318
Anchorage,MPI-ESM1-2-HR,ssp585,2027,winter,-11.32137
Anchorage,MPI-ESM1-2-HR,ssp585,2028,summer,12.097575
Anchorage,MPI-ESM1-2-HR,ssp585,2028,winter,-11.562633
Anchorage,MPI-ESM1-2-HR,ssp585,2029,summer,10.340465
Anchorage,MPI-ESM1-2-HR,ssp585,2029,winter,-13.709249
Anchorage,MPI-ESM1-2-HR,ssp585,2030,summer,11.700958
Anchorage,MPI-ESM1-2-HR,ssp585,2030,winter,-11.024078
Anchorage,MPI-ESM1-2-HR,ssp585,2031,summer,12.94337
Anchorage,MPI-ESM1-2-HR,ssp585,2031,winter,-16.763443
Anchorage,MPI-ESM1-2-HR,ssp585,2032,summer,10.185496
Anchorage,MPI-ESM1-2-HR,ssp585,2032,winter,-17.498468
Anchorage,MPI-ESM1-2-HR,ssp585,2033,summer,11.498494
Anchorage,MPI-ESM1-2-HR,ssp585,2033,winter,-15.527644
Anchorage,MPI-ESM1-2-HR,ssp585,2034,summer,13.856903
Anchorage,MPI-ESM1-2-HR,ssp585,2034,winter,-11.58606
Anchorage,MPI-ESM1-2-HR,ssp585,2035,summer,12.380757
Anchorage,MPI-ESM1-2-HR,ssp585,2035,winter,-10.682393
Anchorage,MPI-ESM1-2-HR,ssp585,2036,summer,11.575063
Anchorage,MPI-ESM1-2-HR,ssp585,2036,winter,-8.954448
Anchorage,MPI-ESM1-2-HR,ssp585,2037,summer,11.88329
Anchorage,MPI-ESM1-2-HR,ssp585,2037,winter,-17.974493
Anchorage,MPI-ESM1-2-HR,ssp585,2038,summer,10.973012
Anchorage,MPI-ESM1-2-HR,ssp585,2038,winter,-15.7852125
Anchorage,MPI-ESM1-2-HR,ssp585,2039,summer,8.756398
Anchorage,MPI-ESM1-2-HR,ssp585,2039,winter,-9.460693
Anchorage,MPI-ESM1-2-HR,ssp585,2040,summer,10.712982
Anchorage,MPI-ESM1-2-HR,ssp585,2040,winter,-12.347493
Anchorage,MPI-ESM1-2-HR,ssp585,2041,summer,13.455841
Anchorage,MPI-ESM1-2-HR,ssp585,2041,winter,-17.015366
Anchorage,MPI-ESM1-2-HR,ssp585,2042,summer,13.043712
Anchorage,MPI-ESM1-2-HR,ssp585,2042,winter,-10.775563
Anchorage,MPI-ESM1-2-HR,ssp585,2043,summer,13.57137
Anchorage,MPI-ESM1-2-HR,ssp585,2043,winter,-9.249359
Anchorage,MPI-ESM1-2-HR,ssp585,2044,summer,11.564158
Anchorage,MPI-ESM1-2-HR,ssp585,2044,winter,-8.867554
Anchorage,MPI-ESM1-2-HR,ssp585,2045,summer,11.085785
Anchorage,MPI-ESM1-2-HR,ssp585,2045,winter,-11.50587
Anchorage,MPI-ESM1-2-HR,ssp585,2046,summer,10.546143
Anchorage,MPI-ESM1-2-HR,ssp585,2046,winter,-14.016917
Anchorage,MPI-ESM1-2-HR,ssp585,2047,summer,13.833699
Anchorage,MPI-ESM1-2-HR,ssp585,2047,winter,-7.876119
Anchorage,MPI-ESM1-2-HR,ssp585,2048,summer,11.812175
Anchorage,MPI-ESM1-2-HR,ssp585,2048,winter,-9.388428
Anchorage,MPI-ESM1-2-HR,ssp585,2049,summer,12.273519
Anchorage,MPI-ESM1-2-HR,ssp585,2049,winter,-10.262919
Anchorage,MPI-ESM1-2-HR,ssp585,2050,summer,12.306447
Anchorage,MPI-ESM1-2-HR,ssp585,2050,winter,-9.084575
Anchorage,MPI-ESM1-2-HR,ssp585,2051,summer,12.938324
Anchorage,MPI-ESM1-2-HR,ssp585,2051,winter,-9.224782
Anchorage,MPI-ESM1-2-HR,ssp585,2052,summer,12.094716
Anchorage,MPI-ESM1-2-HR,ssp585,2052,winter,-10.429606
Anchorage,MPI-ESM1-2-HR,ssp585,2053,summer,12.02122
Anchorage,MPI-ESM1-2-HR,ssp585,2053,winter,-12.81844
Anchorage,MPI-ESM1-2-HR,ssp585,2054,summer,12.360738
Anchorage,MPI-ESM1-2-HR,ssp585,2054,winter,-8.917562
Anchorage,MPI-ESM1-2-HR,ssp585,2055,summer,12.121989
Anchorage,MPI-ESM1-2-HR,ssp585,2055,winter,-7.866343
Anchorage,MPI-ESM1-2-HR,ssp585,2056,summer,11.701924
Anchorage,MPI-ESM1-2-HR,ssp585,2056,winter,-11.025157
Anchorage,MPI-ESM1-2-HR,ssp585,2057,summer,12.784749
Anchorage,MPI-ESM1-2-HR,ssp585,2057,winter,-10.769562
Anchorage,MPI-ESM1-2-HR,ssp585,2058,summer,13.255666
Anchorage,MPI-ESM1-2-HR,ssp585,2058,winter,-11.666829
Anchorage,MPI-ESM1-2-HR,ssp585,2059,summer,12.499084
Anchorage,MPI-ESM1-2-HR,ssp585,2059,winter,-9.785095
Anchorage,MPI-ESM1-2-HR,ssp585,2060,summer,12.723622
Anchorage,MPI-ESM1-2-HR,ssp585,2060,winter,-5.749125
Anchorage,MPI-ESM1-2-HR,ssp585,2061,summer,11.456676
Anchorage,MPI-ESM1-2-HR,ssp585,2061,winter,-5.085195
Anchorage,MPI-ESM1-2-HR,ssp585,2062,summer,12.357717
Anchorage,MPI-ESM1-2-HR,ssp585,2062,winter,-10.198303
Anchorage,MPI-ESM1-2-HR,ssp585,2063,summer,11.833649
Anchorage,MPI-ESM1-2-HR,ssp585,2063,winter,-10.973256
Anchorage,MPI-ESM1-2-HR,ssp585,2064,summer,10.368652
Anchorage,MPI-ESM1-2-HR,ssp585,2064,winter,-13.196452
Anchorage,MPI-ESM1-2-HR,ssp585,2065,summer,13.126862
Anchorage,MPI-ESM1-2-HR,ssp585,2065,winter,-7.680237
Anchorage,MPI-ESM1-2-HR,ssp585,2066,summer,13.311523
Anchorage,MPI-ESM1-2-HR,ssp585,2066,winter,-12.327342
Anchorage,MPI-ESM1-2-HR,ssp585,2067,summer,14.016948
Anchorage,MPI-ESM1-2-HR,ssp585,2067,winter,-14.874852
Anchorage,MPI-ESM1-2-HR,ssp585,2068,summer,14.568776
Anchorage,MPI-ESM1-2-HR,ssp585,2068,winter,-8.909709
Anchorage,MPI-ESM1-2-HR,ssp585,2069,summer,12.05896
Anchorage,MPI-ESM1-2-HR,ssp585,2069,winter,-8.635203
Anchorage,MPI-ESM1-2-HR,ssp585,2070,summer,12.052907
Anchorage,MPI-ESM1-2-HR,ssp585,2070,winter,-7.33901
Anchorage,MPI-ESM1-2-HR,ssp585,2071,summer,13.592549
Anchorage,MPI-ESM1-2-HR,ssp585,2071,winter,-7.7245584
Anchorage,MPI-ESM1-2-HR,ssp585,2072,summer,14.141032
Anchorage,MPI-ESM1-2-HR,ssp585,2072,winter,-4.9105124
Anchorage,MPI-ESM1-2-HR,ssp585,2073,summer,15.445363
Anchorage,MPI-ESM1-2-HR,ssp585,2073,winter,-4.9572244
Anchorage,MPI-ESM1-2-HR,ssp585,2074,summer,12.124817
Anchorage,MPI-ESM1-2-HR,ssp585,2074,winter,-6.00176
Anchorage,MPI-ESM1-2-HR,ssp585,2075,summer,12.126434
Anchorage,MPI-ESM1-2-HR,ssp585,2075,winter,-12.052449
Anchorage,MPI-ESM1-2-HR,ssp585,2076,summer,11.593617
Anchorage,MPI-ESM1-2-HR,ssp585,2076,winter,-7.737549
Anchorage,MPI-ESM1-2-HR,ssp585,2077,summer,13.65683
Anchorage,MPI-ESM1-2-HR,ssp585,2077,winter,-8.721771
Anchorage,MPI-ESM1-2-HR,ssp585,2078,summer,13.095775
Anchorage,MPI-ESM1-2-HR,ssp585,2078,winter,-9.198924
Anchorage,MPI-ESM1-2-HR,ssp585,2079,summer,13.488525
Anchorage,MPI-ESM1-2-HR,ssp585,2079,winter,-12.616963
Anchorage,MPI-ESM1-2-HR,ssp585,2080,summer,12.195618
Anchorage,MPI-ESM1-2-HR,ssp585,2080,winter,-8.329366
Anchorage,MPI-ESM1-2-HR,ssp585,2081,summer,11.75353
Anchorage,MPI-ESM1-2-HR,ssp585,2081,winter,-10.534221
Anchorage,MPI-ESM1-2-HR,ssp585,2082,summer,14.530518
Anchorage,MPI-ESM1-2-HR,ssp585,2082,winter,-7.1633506
Anchorage,MPI-ESM1-2-HR,ssp585,2083,summer,12.464
Anchorage,MPI-ESM1-2-HR,ssp585,2083,winter,-8.93044
Anchorage,MPI-ESM1-2-HR,ssp585,2084,summer,13.016246
Anchorage,MPI-ESM1-2-HR,ssp585,2084,winter,-7.07489
Anchorage,MPI-ESM1-2-HR,ssp585,2085,summer,10.26945
Anchorage,MPI-ESM1-2-HR,ssp585,2085,winter,-9.797211
Anchorage,MPI-ESM1-2-HR,ssp585,2086,summer,10.943227
Anchorage,MPI-ESM1-2-HR,ssp585,2086,winter,-13.18575
Anchorage,MPI-ESM1-2-HR,ssp585,2087,summer,13.075002
Anchorage,MPI-ESM1-2-HR,ssp585,2087,winter,-9.023814
Anchorage,MPI-ESM1-2-HR,ssp585,2088,summer,14.016174
Anchorage,MPI-ESM1-2-HR,ssp585,2088,winter,-7.0802817
Anchorage,MPI-ESM1-2-HR,ssp585,2089,summer,12.289256
Anchorage,MPI-ESM1-2-HR,ssp585,2089,winter,-7.323588
Anchorage,MPI-ESM1-2-HR,ssp585,2090,summer,12.598938
Anchorage,MPI-ESM1-2-HR,ssp585,2090,winter,-7.211721
Anchorage,MPI-ESM1-2-HR,ssp585,2091,summer,14.284505
Anchorage,MPI-ESM1-2-HR,ssp585,2091,winter,-3.9521992
Anchorage,MPI-ESM1-2-HR,ssp585,2092,summer,13.281514
Anchorage,MPI-ESM1-2-HR,ssp585,2092,winter,-5.567749
Anchorage,MPI-ESM1-2-HR,ssp585,2093,summer,16.188028
Anchorage,MPI-ESM1-2-HR,ssp585,2093,winter,-5.2087708
Anchorage,MPI-ESM1-2-HR,ssp585,2094,summer,16.004913
Anchorage,MPI-ESM1-2-HR,ssp585,2094,winter,-4.568939
Anchorage,MPI-ESM1-2-HR,ssp585,2095,summer,13.909556
Anchorage,MPI-ESM1-2-HR,ssp585,2095,winter,-7.3585815
Anchorage,MPI-ESM1-2-HR,ssp585,2096,summer,14.793284
Anchorage,MPI-ESM1-2-HR,ssp585,2096,winter,-6.794983
Anchorage,MPI-ESM1-2-HR,ssp585,2097,summer,15.395864
Anchorage,MPI-ESM1-2-HR,ssp585,2097,winter,-6.517527
Anchorage,MPI-ESM1-2-HR,ssp585,2098,summer,13.395223
Anchorage,MPI-ESM1-2-HR,ssp585,2098,winter,-3.9232483
Anchorage,MPI-ESM1-2-HR,ssp585,2099,summer,14.2283325
Anchorage,MPI-ESM1-2-HR,ssp585,2099,winter,-5.8300576
Anchorage,MPI-ESM1-2-HR,ssp585,2100,summer,16.592285
Anchorage,MPI-ESM1-2-HR,ssp585,2100,winter,-5.552419
Atlanta,MPI-ESM1-2-HR,historical,1850,summer,23.739716
Atlanta,MPI-ESM1-2-HR,historical,1850,winter,5.6294656
Atlanta,MPI-ESM1-2-HR,historical,1851,summer,23.90274
Atlanta,MPI-ESM1-2-HR,historical,1851,winter,2.853363
Atlanta,MPI-ESM1-2-HR,historical,1852,summer,23.299032
Atlanta,MPI-ESM1-2-HR,historical,1852,winter,3.4225056
Atlanta,MPI-ESM1-2-HR,historical,1853,summer,24.23049
Atlanta,MPI-ESM1-2-HR,historical,1853,winter,3.8947551
Atlanta,MPI-ESM1-2-HR,historical,1854,summer,23.178314
Atlanta,MPI-ESM1-2-HR,historical,1854,winter,3.4154766
Atlanta,MPI-ESM1-2-HR,historical,1855,summer,23.673676
Atlanta,MPI-ESM1-2-HR,historical,1855,winter,4.17985
Atlanta,MPI-ESM1-2-HR,historical,1856,summer,21.553446
Atlanta,MPI-ESM1-2-HR,historical,1856,winter,6.0946755
Atlanta,MPI-ESM1-2-HR,historical,1857,summer,23.088806
Atlanta,MPI-ESM1-2-HR,historical,1857,winter,2.8943481
Atlanta,MPI-ESM1-2-HR,historical,1858,summer,22.94166
Atlanta,MPI-ESM1-2-HR,historical,1858,winter,4.303843
Atlanta,MPI-ESM1-2-HR,historical,1859,summer,22.681
Atlanta,MPI-ESM1-2-HR,historical,1859,winter,3.059499
Atlanta,MPI-ESM1-2-HR,historical,1860,summer,23.07608
Atlanta,MPI-ESM1-2-HR,historical,1860,winter,2.274292
