city,model,scenario,year,season,temp_c
Albuquerque,MPI-ESM1-2-HR,historical,1850,summer,25.528778
Albuquerque,MPI-ESM1-2-HR,historical,1850,winter,-0.88746136
Albuquerque,MPI-ESM1-2-HR,historical,1851,summer,23.951569
Albuquerque,MPI-ESM1-2-HR,historical,1851,winter,0.40935263
Albuquerque,MPI-ESM1-2-HR,historical,1852,summer,23.909058
Albuquerque,MPI-ESM1-2-HR,historical,1852,winter,-0.24350993
Albuquerque,MPI-ESM1-2-HR,historical,1853,summer,25.80601
Albuquerque,MPI-ESM1-2-HR,historical,1853,winter,-0.2654012
Albuquerque,MPI-ESM1-2-HR,historical,1854,summer,23.874277
Albuquerque,MPI-ESM1-2-HR,historical,1854,winter,-1.0356954
Albuquerque,MPI-ESM1-2-HR,historical,1855,summer,23.78826
Albuquerque,MPI-ESM1-2-HR,historical,1855,winter,0.14729817
Albuquerque,MPI-ESM1-2-HR,historical,1856,summer,24.337952
Albuquerque,MPI-ESM1-2-HR,historical,1856,winter,0.9078267
Albuquerque,MPI-ESM1-2-HR,historical,1857,summer,22.956644
Albuquerque,MPI-ESM1-2-HR,historical,1857,winter,-1.6987509
Albuquerque,MPI-ESM1-2-HR,historical,1858,summer,22.602468
Albuquerque,MPI-ESM1-2-HR,historical,1858,winter,-2.8055317
Albuquerque,MPI-ESM1-2-HR,historical,1859,summer,22.989594
Albuquerque,MPI-ESM1-2-HR,historical,1859,winter,-1.0856832
Albuquerque,MPI-ESM1-2-HR,historical,1860,summer,25.147043
Albuquerque,MPI-ESM1-2-HR,historical,1860,winter,0.15905762
Albuquerque,MPI-ESM1-2-HR,historical,1861,summer,24.277536
Albuquerque,MPI-ESM1-2-HR,historical,1861,winter,-1.9034323
Albuquerque,MPI-ESM1-2-HR,historical,1862,summer,25.982208
Albuquerque,MPI-ESM1-2-HR,historical,1862,winter,-2.842509
Albuquerque,MPI-ESM1-2-HR,historical,1863,summer,23.70997
Albuquerque,MPI-ESM1-2-HR,historical,1863,winter,-0.5313212
Albuquerque,MPI-ESM1-2-HR,historical,1864,summer,22.932953
Albuquerque,MPI-ESM1-2-HR,historical,1864,winter,-0.99690753
Albuquerque,MPI-ESM1-2-HR,historical,1865,summer,24.868368
Albuquerque,MPI-ESM1-2-HR,historical,1865,winter,-1.8780314
Albuquerque,MPI-ESM1-2-HR,historical,1866,summer,23.06309
Albuquerque,MPI-ESM1-2-HR,historical,1866,winter,-1.9486084
Albuquerque,MPI-ESM1-2-HR,historical,1867,summer,24.97346
Albuquerque,MPI-ESM1-2-HR,historical,1867,winter,-2.2085774
Albuquerque,MPI-ESM1-2-HR,historical,1868,summer,25.110067
Albuquerque,MPI-ESM1-2-HR,historical,1868,winter,0.85795087
Albuquerque,MPI-ESM1-2-HR,historical,1869,summer,24.903635
Albuquerque,MPI-ESM1-2-HR,historical,1869,winter,-2.2630615
Albuquerque,MPI-ESM1-2-HR,historical,1870,summer,24.40394
Albuquerque,MPI-ESM1-2-HR,historical,1870,winter,-2.557129
Albuquerque,MPI-ESM1-2-HR,historical,1871,summer,24.574493
Albuquerque,MPI-ESM1-2-HR,historical,1871,winter,0.56810504
Albuquerque,MPI-ESM1-2-HR,historical,1872,summer,22.647715
Albuquerque,MPI-ESM1-2-HR,historical,1872,winter,0.4404602
Albuquerque,MPI-ESM1-2-HR,historical,1873,summer,24.110474
Albuquerque,MPI-ESM1-2-HR,historical,1873,winter,-1.7531332
Albuquerque,MPI-ESM1-2-HR,historical,1874,summer,24.292023
Albuquerque,MPI-ESM1-2-HR,historical,1874,winter,-3.1192322
Albuquerque,MPI-ESM1-2-HR,historical,1875,summer,23.698456
Albuquerque,MPI-ESM1-2-HR,historical,1875,winter,-0.062276203
Albuquerque,MPI-ESM1-2-HR,historical,1876,summer,24.104086
Albuquerque,MPI-ESM1-2-HR,historical,1876,winter,-0.6386617
Albuquerque,MPI-ESM1-2-HR,historical,1877,summer,22.248209
Albuquerque,MPI-ESM1-2-HR,historical,1877,winter,-4.5072937
Albuquerque,MPI-ESM1-2-HR,historical,1878,summer,25.006033
Albuquerque,MPI-ESM1-2-HR,historical,1878,winter,0.58336383
Albuquerque,MPI-ESM1-2-HR,historical,1879,summer,22.643972
Albuquerque,MPI-ESM1-2-HR,historical,1879,winter,0.09768677
Albuquerque,MPI-ESM1-2-HR,historical,1880,summer,24.314423
Albuquerque,MPI-ESM1-2-HR,historical,1880,winter,-0.17948405
Albuquerque,MPI-ESM1-2-HR,historical,1881,summer,23.560232
Albuquerque,MPI-ESM1-2-HR,historical,1881,winter,-0.9828389
Albuquerque,MPI-ESM1-2-HR,historical,1882,summer,23.344198
Albuquerque,MPI-ESM1-2-HR,historical,1882,winter,-0.6719971
Albuquerque,MPI-ESM1-2-HR,historical,1883,summer,23.574717
Albuquerque,MPI-ESM1-2-HR,historical,1883,winter,0.07040405
Albuquerque,MPI-ESM1-2-HR,historical,1884,summer,22.995697
Albuquerque,MPI-ESM1-2-HR,historical,1884,winter,-0.26065063
Albuquerque,MPI-ESM1-2-HR,historical,1885,summer,24.10376
Albuquerque,MPI-ESM1-2-HR,historical,1885,winter,-1.4317627
Albuquerque,MPI-ESM1-2-HR,historical,1886,summer,23.436453
Albuquerque,MPI-ESM1-2-HR,historical,1886,winter,-1.5977987
Albuquerque,MPI-ESM1-2-HR,historical,1887,summer,24.689056
Albuquerque,MPI-ESM1-2-HR,historical,1887,winter,-0.46858725
Albuquerque,MPI-ESM1-2-HR,historical,1888,summer,23.42981
Albuquerque,MPI-ESM1-2-HR,historical,1888,winter,-1.9586283
Albuquerque,MPI-ESM1-2-HR,historical,1889,summer,24.932495
Albuquerque,MPI-ESM1-2-HR,historical,1889,winter,-1.6937357
Albuquerque,MPI-ESM1-2-HR,historical,1890,summer,22.941336
Albuquerque,MPI-ESM1-2-HR,historical,1890,winter,-0.11864217
Albuquerque,MPI-ESM1-2-HR,historical,1891,summer,23.66923
Albuquerque,MPI-ESM1-2-HR,historical,1891,winter,-0.057525635
Albuquerque,MPI-ESM1-2-HR,historical,1892,summer,23.348907
Albuquerque,MPI-ESM1-2-HR,historical,1892,winter,-1.3974406
Albuquerque,MPI-ESM1-2-HR,historical,1893,summer,23.88439
Albuquerque,MPI-ESM1-2-HR,historical,1893,winter,0.89482623
Albuquerque,MPI-ESM1-2-HR,historical,1894,summer,22.935617
Albuquerque,MPI-ESM1-2-HR,historical,1894,winter,-1.5041708
Albuquerque,MPI-ESM1-2-HR,historical,1895,summer,24.17566
Albuquerque,MPI-ESM1-2-HR,historical,1895,winter,-2.2306519
Albuquerque,MPI-ESM1-2-HR,historical,1896,summer,23.68513
Albuquerque,MPI-ESM1-2-HR,historical,1896,winter,-3.0410259
Albuquerque,MPI-ESM1-2-HR,historical,1897,summer,25.80191
Albuquerque,MPI-ESM1-2-HR,historical,1897,winter,-1.2631022
Albuquerque,MPI-ESM1-2-HR,historical,1898,summer,24.105368
Albuquerque,MPI-ESM1-2-HR,historical,1898,winter,-2.571818
Albuquerque,MPI-ESM1-2-HR,historical,1899,summer,23.193533
Albuquerque,MPI-ESM1-2-HR,historical,1899,winter,-0.5144755
Albuquerque,MPI-ESM1-2-HR,historical,1900,summer,24.510925
Albuquerque,MPI-ESM1-2-HR,historical,1900,winter,-0.82179767
Albuquerque,MPI-ESM1-2-HR,historical,1901,summer,24.46815
Albuquerque,MPI-ESM1-2-HR,historical,1901,winter,-2.102773
Albuquerque,MPI-ESM1-2-HR,historical,1902,summer,23.674011
Albuquerque,MPI-ESM1-2-HR,historical,1902,winter,0.49812827
Albuquerque,MPI-ESM1-2-HR,historical,1903,summer,23.457773
Albuquerque,MPI-ESM1-2-HR,historical,1903,winter,-1.3751831
Albuquerque,MPI-ESM1-2-HR,historical,1904,summer,23.905151
Albuquerque,MPI-ESM1-2-HR,historical,1904,winter,-1.5959982
Albuquerque,MPI-ESM1-2-HR,historical,1905,summer,25.102377
Albuquerque,MPI-ESM1-2-HR,historical,1905,winter,-0.007486979
Albuquerque,MPI-ESM1-2-HR,historical,1906,summer,24.016611
Albuquerque,MPI-ESM1-2-HR,historical,1906,winter,-0.50930786
Albuquerque,MPI-ESM1-2-HR,historical,1907,summer,23.669058
Albuquerque,MPI-ESM1-2-HR,historical,1907,winter,-2.9070027
Albuquerque,MPI-ESM1-2-HR,historical,1908,summer,24.305166
Albuquerque,MPI-ESM1-2-HR,historical,1908,winter,-0.22549438
Albuquerque,MPI-ESM1-2-HR,historical,1909,summer,24.896524
Albuquerque,MPI-ESM1-2-HR,historical,1909,winter,0.75653076
Albuquerque,MPI-ESM1-2-HR,historical,1910,summer,24.496307
Albuquerque,MPI-ESM1-2-HR,historical,1910,winter,-1.2698568
Albuquerque,MPI-ESM1-2-HR,historical,1911,summer,23.038137
Albuquerque,MPI-ESM1-2-HR,historical,1911,winter,-1.5106913
Albuquerque,MPI-ESM1-2-HR,historical,1912,summer,23.181223
Albuquerque,MPI-ESM1-2-HR,historical,1912,winter,-0.09329224
Albuquerque,MPI-ESM1-2-HR,historical,1913,summer,24.319632
Albuquerque,MPI-ESM1-2-HR,historical,1913,winter,0.40364584
Albuquerque,MPI-ESM1-2-HR,historical,1914,summer,25.785532
Albuquerque,MPI-ESM1-2-HR,historical,1914,winter,-2.0240479
Albuquerque,MPI-ESM1-2-HR,historical,1915,summer,23.257437
Albuquerque,MPI-ESM1-2-HR,historical,1915,winter,-0.2556559
Albuquerque,MPI-ESM1-2-HR,historical,1916,summer,24.473898
Albuquerque,MPI-ESM1-2-HR,historical,1916,winter,-0.8276062
Albuquerque,MPI-ESM1-2-HR,historical,1917,summer,24.051718
Albuquerque,MPI-ESM1-2-HR,historical,1917,winter,1.7704672
Albuquerque,MPI-ESM1-2-HR,historical,1918,summer,23.90747
Albuquerque,MPI-ESM1-2-HR,historical,1918,winter,0.5718486
Albuquerque,MPI-ESM1-2-HR,historical,1919,summer,25.482187
Albuquerque,MPI-ESM1-2-HR,historical,1919,winter,0.47242227
Albuquerque,MPI-ESM1-2-HR,historical,1920,summer,24.684061
Albuquerque,MPI-ESM1-2-HR,historical,1920,winter,-0.34873453
Albuquerque,MPI-ESM1-2-HR,historical,1921,summer,23.454681
Albuquerque,MPI-ESM1-2-HR,historical,1921,winter,-0.37358603
Albuquerque,MPI-ESM1-2-HR,historical,1922,summer,23.45813
Albuquerque,MPI-ESM1-2-HR,historical,1922,winter,-0.48017374
Albuquerque,MPI-ESM1-2-HR,historical,1923,summer,24.065704
Albuquerque,MPI-ESM1-2-HR,historical,1923,winter,-1.3885498
Albuquerque,MPI-ESM1-2-HR,historical,1924,summer,23.832235
Albuquerque,MPI-ESM1-2-HR,historical,1924,winter,-2.7574158
Albuquerque,MPI-ESM1-2-HR,historical,1925,summer,24.316366
Albuquerque,MPI-ESM1-2-HR,historical,1925,winter,-1.587616
Albuquerque,MPI-ESM1-2-HR,historical,1926,summer,23.564901
Albuquerque,MPI-ESM1-2-HR,historical,1926,winter,0.20795695
Albuquerque,MPI-ESM1-2-HR,historical,1927,summer,23.662231
Albuquerque,MPI-ESM1-2-HR,historical,1927,winter,-0.47504678
Albuquerque,MPI-ESM1-2-HR,historical,1928,summer,24.230764
Albuquerque,MPI-ESM1-2-HR,historical,1928,winter,-2.2880554
Albuquerque,MPI-ESM1-2-HR,historical,1929,summer,24.401388
Albuquerque,MPI-ESM1-2-HR,historical,1929,winter,-0.7982686
Albuquerque,MPI-ESM1-2-HR,historical,1930,summer,24.8061
Albuquerque,MPI-ESM1-2-HR,historical,1930,winter,-0.4238383
Albuquerque,MPI-ESM1-2-HR,historical,1931,summer,23.384644
Albuquerque,MPI-ESM1-2-HR,historical,1931,winter,1.1071879
Albuquerque,MPI-ESM1-2-HR,historical,1932,summer,22.02829
Albuquerque,MPI-ESM1-2-HR,historical,1932,winter,0.75108844
Albuquerque,MPI-ESM1-2-HR,historical,1933,summer,22.937601
Albuquerque,MPI-ESM1-2-HR,historical,1933,winter,1.0588785
Albuquerque,MPI-ESM1-2-HR,historical,1934,summer,24.080526
Albuquerque,MPI-ESM1-2-HR,historical,1934,winter,-1.1577657
Albuquerque,MPI-ESM1-2-HR,historical,1935,summer,23.851318
Albuquerque,MPI-ESM1-2-HR,historical,1935,winter,-2.148875
Albuquerque,MPI-ESM1-2-HR,historical,1936,summer,24.865774
Albuquerque,MPI-ESM1-2-HR,historical,1936,winter,-0.92471313
Albuquerque,MPI-ESM1-2-HR,historical,1937,summer,24.549582
Albuquerque,MPI-ESM1-2-HR,historical,1937,winter,-0.004160563
Albuquerque,MPI-ESM1-2-HR,historical,1938,summer,23.362793
Albuquerque,MPI-ESM1-2-HR,historical,1938,winter,1.4526672
Albuquerque,MPI-ESM1-2-HR,historical,1939,summer,23.24238
Albuquerque,MPI-ESM1-2-HR,historical,1939,winter,0.27687582
Albuquerque,MPI-ESM1-2-HR,historical,1940,summer,22.46456
Albuquerque,MPI-ESM1-2-HR,historical,1940,winter,-0.41082764
Albuquerque,MPI-ESM1-2-HR,historical,1941,summer,24.855356
Albuquerque,MPI-ESM1-2-HR,historical,1941,winter,1.1103414
Albuquerque,MPI-ESM1-2-HR,historical,1942,summer,26.17389
Albuquerque,MPI-ESM1-2-HR,historical,1942,winter,-0.16929118
Albuquerque,MPI-ESM1-2-HR,historical,1943,summer,24.10143
Albuquerque,MPI-ESM1-2-HR,historical,1943,winter,-0.4683126
Albuquerque,MPI-ESM1-2-HR,historical,1944,summer,25.156464
Albuquerque,MPI-ESM1-2-HR,historical,1944,winter,0.25743613
Albuquerque,MPI-ESM1-2-HR,historical,1945,summer,25.254965
Albuquerque,MPI-ESM1-2-HR,historical,1945,winter,-0.7373352
Albuquerque,MPI-ESM1-2-HR,historical,1946,summer,24.257345
Albuquerque,MPI-ESM1-2-HR,historical,1946,winter,1.675354
Albuquerque,MPI-ESM1-2-HR,historical,1947,summer,23.661407
Albuquerque,MPI-ESM1-2-HR,historical,1947,winter,-1.7293295
Albuquerque,MPI-ESM1-2-HR,historical,1948,summer,24.550873
Albuquerque,MPI-ESM1-2-HR,historical,1948,winter,-1.4981079
Albuquerque,MPI-ESM1-2-HR,historical,1949,summer,25.027609
Albuquerque,MPI-ESM1-2-HR,historical,1949,winter,0.29427084
Albuquerque,MPI-ESM1-2-HR,historical,1950,summer,25.60965
Albuquerque,MPI-ESM1-2-HR,historical,1950,winter,0.397817
Albuquerque,MPI-ESM1-2-HR,historical,1951,summer,23.764353
Albuquerque,MPI-ESM1-2-HR,historical,1951,winter,-1.2856547
Albuquerque,MPI-ESM1-2-HR,historical,1952,summer,24.516684
Albuquerque,MPI-ESM1-2-HR,historical,1952,winter,-0.24008179
Albuquerque,MPI-ESM1-2-HR,historical,1953,summer,24.61141
Albuquerque,MPI-ESM1-2-HR,historical,1953,winter,0.5200704
Albuquerque,MPI-ESM1-2-HR,historical,1954,summer,25.332071
Albuquerque,MPI-ESM1-2-HR,historical,1954,winter,-1.2601624
Albuquerque,MPI-ESM1-2-HR,historical,1955,summer,24.441153
Albuquerque,MPI-ESM1-2-HR,historical,1955,winter,-1.5701599
Albuquerque,MPI-ESM1-2-HR,historical,1956,summer,24.941355
Albuquerque,MPI-ESM1-2-HR,historical,1956,winter,-1.1155599
Albuquerque,MPI-ESM1-2-HR,historical,1957,summer,24.845804
Albuquerque,MPI-ESM1-2-HR,historical,1957,winter,-0.16855876
Albuquerque,MPI-ESM1-2-HR,historical,1958,summer,24.451426
Albuquerque,MPI-ESM1-2-HR,historical,1958,winter,0.7774658
Albuquerque,MPI-ESM1-2-HR,historical,1959,summer,24.911804
Albuquerque,MPI-ESM1-2-HR,historical,1959,winter,0.019765219
Albuquerque,MPI-ESM1-2-HR,historical,1960,summer,25.1268
Albuquerque,MPI-ESM1-2-HR,historical,1960,winter,0.17484538
Albuquerque,MPI-ESM1-2-HR,historical,1961,summer,24.936209
Albuquerque,MPI-ESM1-2-HR,historical,1961,winter,0.9638672
Albuquerque,MPI-ESM1-2-HR,historical,1962,summer,24.695496
Albuquerque,MPI-ESM1-2-HR,historical,1962,winter,-2.115855
Albuquerque,MPI-ESM1-2-HR,historical,1963,summer,23.284689
Albuquerque,MPI-ESM1-2-HR,historical,1963,winter,-0.37819418
Albuquerque,MPI-ESM1-2-HR,historical,1964,summer,25.134817
Albuquerque,MPI-ESM1-2-HR,historical,1964,winter,0.0065816245
Albuquerque,MPI-ESM1-2-HR,historical,1965,summer,25.443563
Albuquerque,MPI-ESM1-2-HR,historical,1965,winter,-1.3059489
Albuquerque,MPI-ESM1-2-HR,historical,1966,summer,25.75588
Albuquerque,MPI-ESM1-2-HR,historical,1966,winter,-0.21387736
Albuquerque,MPI-ESM1-2-HR,historical,1967,summer,25.13326
Albuquerque,MPI-ESM1-2-HR,historical,1967,winter,0.6682027
Albuquerque,MPI-ESM1-2-HR,historical,1968,summer,25.24581
Albuquerque,MPI-ESM1-2-HR,historical,1968,winter,-0.17561848
Albuquerque,MPI-ESM1-2-HR,historical,1969,summer,25.6934
Albuquerque,MPI-ESM1-2-HR,historical,1969,winter,0.33646646
Albuquerque,MPI-ESM1-2-HR,historical,1970,summer,25.174103
Albuquerque,MPI-ESM1-2-HR,historical,1970,winter,0.65372723
Albuquerque,MPI-ESM1-2-HR,historical,1971,summer,23.816254
Albuquerque,MPI-ESM1-2-HR,historical,1971,winter,-2.4902446
Albuquerque,MPI-ESM1-2-HR,historical,1972,summer,25.960968
Albuquerque,MPI-ESM1-2-HR,historical,1972,winter,0.5869853
Albuquerque,MPI-ESM1-2-HR,historical,1973,summer,24.581015
Albuquerque,MPI-ESM1-2-HR,historical,1973,winter,-1.8036295
Albuquerque,MPI-ESM1-2-HR,historical,1974,summer,25.637024
Albuquerque,MPI-ESM1-2-HR,historical,1974,winter,-1.9875387
Albuquerque,MPI-ESM1-2-HR,historical,1975,summer,24.93159
Albuquerque,MPI-ESM1-2-HR,historical,1975,winter,1.1539612
Albuquerque,MPI-ESM1-2-HR,historical,1976,summer,23.985586
Albuquerque,MPI-ESM1-2-HR,historical,1976,winter,1.8546041
Albuquerque,MPI-ESM1-2-HR,historical,1977,summer,23.3107
Albuquerque,MPI-ESM1-2-HR,historical,1977,winter,0.45496622
Albuquerque,MPI-ESM1-2-HR,historical,1978,summer,24.202301
Albuquerque,MPI-ESM1-2-HR,historical,1978,winter,-0.49718222
Albuquerque,MPI-ESM1-2-HR,historical,1979,summer,23.967855
Albuquerque,MPI-ESM1-2-HR,historical,1979,winter,-1.42983
Albuquerque,MPI-ESM1-2-HR,historical,1980,summer,25.41745
Albuquerque,MPI-ESM1-2-HR,historical,1980,winter,-0.8758443
Albuquerque,MPI-ESM1-2-HR,historical,1981,summer,25.680206
Albuquerque,MPI-ESM1-2-HR,historical,1981,winter,0.5264282
Albuquerque,MPI-ESM1-2-HR,historical,1982,summer,24.992258
Albuquerque,MPI-ESM1-2-HR,historical,1982,winter,0.3242086
Albuquerque,MPI-ESM1-2-HR,historical,1983,summer,24.719778
Albuquerque,MPI-ESM1-2-HR,historical,1983,winter,1.1486816
Albuquerque,MPI-ESM1-2-HR,historical,1984,summer,24.103943
Albuquerque,MPI-ESM1-2-HR,historical,1984,winter,0.44940186
Albuquerque,MPI-ESM1-2-HR,historical,1985,summer,25.874979
Albuquerque,MPI-ESM1-2-HR,historical,1985,winter,0.0413208
Albuquerque,MPI-ESM1-2-HR,historical,1986,summer,25.97521
Albuquerque,MPI-ESM1-2-HR,historical,1986,winter,-0.23554485
Albuquerque,MPI-ESM1-2-HR,historical,1987,summer,24.367167
Albuquerque,MPI-ESM1-2-HR,historical,1987,winter,0.042470295
Albuquerque,MPI-ESM1-2-HR,historical,1988,summer,24.645569
Albuquerque,MPI-ESM1-2-HR,historical,1988,winter,1.475413
Albuquerque,MPI-ESM1-2-HR,historical,1989,summer,24.382376
Albuquerque,MPI-ESM1-2-HR,historical,1989,winter,-1.4679972
Albuquerque,MPI-ESM1-2-HR,historical,1990,summer,24.435648
Albuquerque,MPI-ESM1-2-HR,historical,1990,winter,0.5566508
Albuquerque,MPI-ESM1-2-HR,historical,1991,summer,25.248007
Albuquerque,MPI-ESM1-2-HR,historical,1991,winter,0.16089885
Albuquerque,MPI-ESM1-2-HR,historical,1992,summer,23.819693
Albuquerque,MPI-ESM1-2-HR,historical,1992,winter,0.87479657
Albuquerque,MPI-ESM1-2-HR,historical,1993,summer,24.690521
Albuquerque,MPI-ESM1-2-HR,historical,1993,winter,-0.008931478
Albuquerque,MPI-ESM1-2-HR,historical,1994,summer,24.346487
Albuquerque,MPI-ESM1-2-HR,historical,1994,winter,-0.41230264
Albuquerque,MPI-ESM1-2-HR,historical,1995,summer,25.197653
Albuquerque,MPI-ESM1-2-HR,historical,1995,winter,-0.80115765
Albuquerque,MPI-ESM1-2-HR,historical,1996,summer,25.792267
Albuquerque,MPI-ESM1-2-HR,historical,1996,winter,1.4621683
Albuquerque,MPI-ESM1-2-HR,historical,1997,summer,24.218729
Albuquerque,MPI-ESM1-2-HR,historical,1997,winter,2.141327
Albuquerque,MPI-ESM1-2-HR,historical,1998,summer,24.43989
Albuquerque,MPI-ESM1-2-HR,historical,1998,winter,0.38158163
Albuquerque,MPI-ESM1-2-HR,historical,1999,summer,23.23226
Albuquerque,MPI-ESM1-2-HR,historical,1999,winter,-1.3875631
Albuquerque,MPI-ESM1-2-HR,historical,2000,summer,24.879526
Albuquerque,MPI-ESM1-2-HR,historical,2000,winter,0.4617208
Albuquerque,MPI-ESM1-2-HR,historical,2001,summer,26.759756
Albuquerque,MPI-ESM1-2-HR,historical,2001,winter,-0.8195699
Albuquerque,MPI-ESM1-2-HR,historical,2002,summer,26.230865
Albuquerque,MPI-ESM1-2-HR,historical,2002,winter,-0.9943339
Albuquerque,MPI-ESM1-2-HR,historical,2003,summer,26.322296
Albuquerque,MPI-ESM1-2-HR,historical,2003,winter,-0.41714478
Albuquerque,MPI-ESM1-2-HR,historical,2004,summer,25.902353
Albuquerque,MPI-ESM1-2-HR,historical,2004,winter,0.9395854
Albuquerque,MPI-ESM1-2-HR,historical,2005,summer,25.230032
Albuquerque,MPI-ESM1-2-HR,historical,2005,winter,1.8179525
Albuquerque,MPI-ESM1-2-HR,historical,2006,summer,26.391031
Albuquerque,MPI-ESM1-2-HR,historical,2006,winter,-0.10066732
Albuquerque,MPI-ESM1-2-HR,historical,2007,summer,25.325266
Albuquerque,MPI-ESM1-2-HR,historical,2007,winter,0.37024942
Albuquerque,MPI-ESM1-2-HR,historical,2008,summer,26.88209
Albuquerque,MPI-ESM1-2-HR,historical,2008,winter,0.7236226
Albuquerque,MPI-ESM1-2-HR,historical,2009,summer,28.047934
Albuquerque,MPI-ESM1-2-HR,historical,2009,winter,-0.05260213
Albuquerque,MPI-ESM1-2-HR,historical,2010,summer,25.137451
Albuquerque,MPI-ESM1-2-HR,historical,2010,winter,0.27393594
Albuquerque,MPI-ESM1-2-HR,historical,2011,summer,24.560709
Albuquerque,MPI-ESM1-2-HR,historical,2011,winter,-0.013417562
Albuquerque,MPI-ESM1-2-HR,historical,2012,summer,25.555084
Albuquerque,MPI-ESM1-2-HR,historical,2012,winter,-0.20317586
Albuquerque,MPI-ESM1-2-HR,historical,2013,summer,25.325674
Albuquerque,MPI-ESM1-2-HR,historical,2013,winter,-0.38946533
Albuquerque,MPI-ESM1-2-HR,historical,2014,summer,27.021515
Albuquerque,MPI-ESM1-2-HR,historical,2014,winter,0.046529133
Albuquerque,MPI-ESM1-2-HR,ssp126,2015,summer,26.173532
Albuquerque,MPI-ESM1-2-HR,ssp126,2015,winter,1.4152933
Albuquerque,MPI-ESM1-2-HR,ssp126,2016,summer,26.20582
Albuquerque,MPI-ESM1-2-HR,ssp126,2016,winter,2.9707031
Albuquerque,MPI-ESM1-2-HR,ssp126,2017,summer,26.691568
Albuquerque,MPI-ESM1-2-HR,ssp126,2017,winter,0.118337
Albuquerque,MPI-ESM1-2-HR,ssp126,2018,summer,25.623343
Albuquerque,MPI-ESM1-2-HR,ssp126,2018,winter,0.153656
Albuquerque,MPI-ESM1-2-HR,ssp126,2019,summer,26.293081
Albuquerque,MPI-ESM1-2-HR,ssp126,2019,winter,2.2529194
Albuquerque,MPI-ESM1-2-HR,ssp126,2020,summer,26.7612
Albuquerque,MPI-ESM1-2-HR,ssp126,2020,winter,1.2912496
Albuquerque,MPI-ESM1-2-HR,ssp126,2021,summer,26.435617
Albuquerque,MPI-ESM1-2-HR,ssp126,2021,winter,-0.038767498
Albuquerque,MPI-ESM1-2-HR,ssp126,2022,summer,26.341257
Albuquerque,MPI-ESM1-2-HR,ssp126,2022,winter,0.8036499
Albuquerque,MPI-ESM1-2-HR,ssp126,2023,summer,27.346619
Albuquerque,MPI-ESM1-2-HR,ssp126,2023,winter,1.3481241
Albuquerque,MPI-ESM1-2-HR,ssp126,2024,summer,25.725016
Albuquerque,MPI-ESM1-2-HR,ssp126,2024,winter,0.58759564
Albuquerque,MPI-ESM1-2-HR,ssp126,2025,summer,26.244577
Albuquerque,MPI-ESM1-2-HR,ssp126,2025,winter,0.20378621
Albuquerque,MPI-ESM1-2-HR,ssp126,2026,summer,26.632742
Albuquerque,MPI-ESM1-2-HR,ssp126,2026,winter,2.465922
Albuquerque,MPI-ESM1-2-HR,ssp126,2027,summer,28.113699
Albuquerque,MPI-ESM1-2-HR,ssp126,2027,winter,1.1068217
Albuquerque,MPI-ESM1-2-HR,ssp126,2028,summer,27.544077
Albuquerque,MPI-ESM1-2-HR,ssp126,2028,winter,0.8605245
Albuquerque,MPI-ESM1-2-HR,ssp126,2029,summer,28.040995
Albuquerque,MPI-ESM1-2-HR,ssp126,2029,winter,0.96971637
Albuquerque,MPI-ESM1-2-HR,ssp126,2030,summer,27.982676
Albuquerque,MPI-ESM1-2-HR,ssp126,2030,winter,1.8146871
Albuquerque,MPI-ESM1-2-HR,ssp126,2031,summer,26.6168
Albuquerque,MPI-ESM1-2-HR,ssp126,2031,winter,2.2260845
Albuquerque,MPI-ESM1-2-HR,ssp126,2032,summer,26.55014
Albuquerque,MPI-ESM1-2-HR,ssp126,2032,winter,0.24965413
Albuquerque,MPI-ESM1-2-HR,ssp126,2033,summer,27.466644
Albuquerque,MPI-ESM1-2-HR,ssp126,2033,winter,1.7437948
Albuquerque,MPI-ESM1-2-HR,ssp126,2034,summer,25.943533
Albuquerque,MPI-ESM1-2-HR,ssp126,2034,winter,0.15011597
Albuquerque,MPI-ESM1-2-HR,ssp126,2035,summer,26.199015
Albuquerque,MPI-ESM1-2-HR,ssp126,2035,winter,-1.2410177
Albuquerque,MPI-ESM1-2-HR,ssp126,2036,summer,26.924042
Albuquerque,MPI-ESM1-2-HR,ssp126,2036,winter,1.8065491
Albuquerque,MPI-ESM1-2-HR,ssp126,2037,summer,26.678732
Albuquerque,MPI-ESM1-2-HR,ssp126,2037,winter,1.6933798
Albuquerque,MPI-ESM1-2-HR,ssp126,2038,summer,26.45455
Albuquerque,MPI-ESM1-2-HR,ssp126,2038,winter,0.7414551
Albuquerque,MPI-ESM1-2-HR,ssp126,2039,summer,26.300028
Albuquerque,MPI-ESM1-2-HR,ssp126,2039,winter,0.2552185
Albuquerque,MPI-ESM1-2-HR,ssp126,2040,summer,25.276926
Albuquerque,MPI-ESM1-2-HR,ssp126,2040,winter,0.48666382
Albuquerque,MPI-ESM1-2-HR,ssp126,2041,summer,26.510458
Albuquerque,MPI-ESM1-2-HR,ssp126,2041,winter,-0.21110027
Albuquerque,MPI-ESM1-2-HR,ssp126,2042,summer,27.16037
Albuquerque,MPI-ESM1-2-HR,ssp126,2042,winter,2.1985981
Albuquerque,MPI-ESM1-2-HR,ssp126,2043,summer,27.69155
Albuquerque,MPI-ESM1-2-HR,ssp126,2043,winter,2.6649373
